
Nom de l'entreprise : 
NPA : 
Adresse : 
Ville : 
Pays : 


Heure : 16:28:44
Date : 15.12.2015

NUMÉRO DE PIÈCE;DOSSIER;GROUPE;POSITION;DÉPARTEMENT;STATUT;QTE;DESCRIPTION;NORME;UTILISATION;SITUATION;MATIÈRE;LONGUEUR;LARGEUR;EPAISSEUR;MASSE;SURFACE;TRAITEMENT;COULEUR;NIVEAU;QUANTITÉ
    10-P-2001;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;188.09;53;3;0.21;20095.48;Brut;-;2;3
      ;;;;;;-;Sheet;;;;;;;;0.21;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;6
10-E-4062;10;Assemblage;-;Acier;Chantier;1;Cadre tubulaire;-;-;-;Divers;"RD1@Annotations@10-E-4062.moAssembly_c";"RD2@Annotations@10-E-4062.moAssembly_c";"RD3@Annotations@10-E-4062.moAssembly_c";240.21;25230319.47;IGP 5803 E 71755 A10;-;0;1
  Esquisse 10-E-4062;;;;;;1;;;;;;;;;;;;;1;1
  10-P-0083;10;Pièce;-;Usinage Acier;Production;1;Tube rectangulaire MSH 180x80x4.5;EN 10210;-;-;Acier;4654.23;180;80;81.00;4562213.99;Brut;-;1;1
  10-P-0178;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1930.01;60;60;10.73;848582.35;Brut;-;1;1
  10-P-0181;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1930.01;60;60;10.73;848582.36;Brut;-;1;1
  10-P-0182;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1930.01;60;60;10.73;848582.36;Brut;-;1;1
  10-P-0183;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;1930.01;60;60;10.73;848582.34;Brut;-;1;1
  10-P-0179;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;2130.01;60;60;11.83;935734.71;Brut;-;1;1
  10-P-0180;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;2150.98;60;60;12.03;951608.58;Brut;-;1;1
  10-P-0184;10;Pièce;-;Usinage Acier;Production;1;Tube carré MSH 60x60x3.2;EN 10210;-;-;Acier;5022.38;60;60;27.90;2203543.97;Brut;-;1;1
  10-P-2133;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;367.11;274.01;8;4.55;154546.16;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;4.55;;;;-1;
  10-P-2132;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;406.88;289.11;8;5.97;200390.99;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;5.97;;;;-1;
  10-P-2160;10;Pièce;-;Tôlerie;Chantier;4;Tôle acier 6mm;-;-;-;Acier;443.13;160;"RD3@Annotations@Pièce11.moPart_c";3.21;143962.08;Brut;-;1;4
    ;;;;;;-;Sheet;;;;;;;;3.21;;;;-1;
  10-P-2130;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;274.01;180;8;2.77;94956.43;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;2.77;;;;-1;
  10-P-2131;10;Pièce;-;Tôlerie;Production;1;Tôle acier 8mm;-;-;-;Acier;274.01;180;8;2.76;95041.65;Brut;-;1;1
    ;;;;;;-;Sheet;;;;;;;;2.76;;;;-1;
  10-P-0281;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;2066.01;18;12;3.04;1164940.50;Brut;-;1;1
  10-P-0287;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;2066.01;18;12;3.04;1164940.51;Brut;-;1;1
  10-P-0288;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;2066.01;18;12;3.04;1164940.52;Brut;-;1;1
  10-P-0282;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;2162.12;18;12;3.18;1219078.63;Brut;-;1;1
  10-P-0283;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;2126.01;18;12;3.12;1198739.14;Brut;-;1;1
  10-P-0310;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1369.92;18;12;1.98;719239.72;Brut;-;1;1
  10-P-0268;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;1024.29;18;12;1.48;538046.66;Brut;-;1;2
  10-P-0284;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1024.29;18;12;1.48;538046.66;Brut;-;1;1
  10-P-0285;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1024.29;18;12;1.48;538046.66;Brut;-;1;1
  10-P-0286;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1934.01;18;12;2.79;900747.56;Brut;-;1;1
  10-P-0289;10;Pièce;-;Usinage Acier;Production;2;Raico 129005;-;-;-;Acier;1024.29;18;12;1.48;538046.66;Brut;-;1;2
  10-P-0290;10;Pièce;-;Usinage Acier;Production;1;Raico 129005;-;-;-;Acier;1739.92;18;12;2.51;913199.47;Brut;-;1;1
  10-P-3001;10;Pièce;-;Achat;Production;9;Cale à verre Raico 167356;-;-;-;Alu;100;35;18;0.04;11142.48;Brut;-;1;9
  10-M12x50 Hexa-00;;;;;;16;;;;;;;;;;;;;1;16
    10-P-8016;10;Pièce;-;Visserie;Chantier;1;Vis Hexa M12x50;DIN 933;-;-;Inox Brut 2B;0;0;0;0;0;Brut;-;2;16
    10-P-8022;10;Pièce;-;Visserie;Chantier;1;Grande rondelle M8;DIN 9021;-;-;Inox Brut 2B;-;-;-;-;-;Brut;-;2;16
  10-P-2090;10;Pièce;-;Tôlerie;Chantier;2;Tôle acier 3mm manchon;-;-;-;Acier;231.09;130;3;0.71;62304.59;Peint Antirouille;Zimo Z1 60my;1;2
    ;;;;;;-;Sheet;;;;;;;;0.71;;;;-1;
  10-P-8011;10;Pièce;-;Visserie;Chantier;4;Vis Cylindrique M6x12;-;-;-;Inox Brut 2B;0;0;0;;;Brut;-;1;4
  10-E-4121;10;Assemblage;-;Acier;Chantier;3;Assemblage Manchon;-;-;-;Divers;53;100;53;0.29;25258.99;Peint Antirouille;Zimo Z1 60my;1;3
    10-P-2001;10;Pièce;-;Tôlerie;Production;1;Tôle acier 3mm;-;-;-;Acier;188.09;53;3;0.21;20095.48;Brut;-;2;3
      ;;;;;;-;Sheet;;;;;;;;0.21;;;;-1;
    10-P-0900;10;Pièce;-;Usinage Acier;Production;2;Rond acier 8mm;-;-;-;Acier;100;8;0;0.04;2581.76;Brut;-;2;6
